filename,macro_f1,micro_f1,num_segments,num_true_labels,num_pred_labels,num_errors
004751.wav,0.06274509803921569,0.9411764705882353,31,24,27,3
004755.wav,0.0656084656084656,0.9117647058823529,34,31,37,6
004766.wav,0.10311544564418126,0.4722222222222222,43,22,50,38
004769.wav,0.07627906976744185,0.5063291139240507,48,25,54,39
004778.wav,0.19145814847678203,0.9174917491749175,61,144,159,25
004781.wav,0.10690058479532165,0.7397260273972602,49,32,41,19
004782.wav,0.1,0.7727272727272727,40,73,59,30
004796.wav,0.09346831646044244,0.8143712574850299,69,78,89,31
004817.wav,0.11861861861861862,0.8,45,40,60,20
004820.wav,0.05,0.41379310344827586,38,6,23,17
004825.wav,0.06552706552706553,0.3283582089552239,35,23,44,45
004829.wav,0.10942760942760943,0.7222222222222222,35,36,36,20
004850.wav,0.1325925925925926,0.5396825396825397,31,18,45,29
004863.wav,0.12546540217773094,0.8245614035087719,45,48,66,20
004904.wav,0.08592592592592592,0.8,32,32,33,13
004919.wav,0.07407635467980295,0.37777777777777777,56,43,47,56
004921.wav,0.177924857324033,0.7820069204152249,58,141,148,63
004925.wav,0.04814814814814815,0.6842105263157895,53,26,50,24
004935.wav,0.08086419753086418,0.75,32,33,39,18
004944.wav,0.22864612511671334,0.8333333333333334,57,47,61,18
004949.wav,0.13365317758308998,0.7532467532467533,48,31,46,19
004950.wav,0.08148148148148147,0.7906976744186046,41,35,51,18
004952.wav,0.06740668025875304,0.3617021276595745,44,29,65,60
004954.wav,0.1111111111111111,0.6060606060606061,31,13,20,13
004964.wav,0.06419753086419752,0.5842696629213483,41,26,63,37
004978.wav,0.19833630421865717,0.6956521739130435,37,39,53,28
004991.wav,0.044848484848484846,0.14285714285714285,37,5,65,60
004996.wav,0.048484848484848485,0.2962962962962963,50,10,44,38
005006.wav,0.09449981543004798,0.6896551724137931,36,32,55,27
005007.wav,0.1508641975308642,0.7192982456140351,62,48,66,32
005016.wav,0.08897849462365591,0.5925925925925926,29,21,33,22
005031.wav,0.10999237223493516,0.8615384615384616,45,31,34,9
005042.wav,0.019047619047619046,0.07272727272727272,57,23,32,51
005052.wav,0.14135802469135803,0.6666666666666666,42,26,52,26
005059.wav,0.06666666666666667,1.0,35,35,35,0
005061.wav,0.06666666666666667,1.0,31,31,31,0
005067.wav,0.11055088702147525,0.5333333333333333,57,21,39,28
005090.wav,0.14065934065934066,0.6352941176470588,57,31,54,31
005092.wav,0.15363288052943222,0.7133757961783439,57,60,97,45
005098.wav,0.11130434782608696,0.7619047619047619,51,42,63,25
005119.wav,0.05142857142857143,0.42857142857142855,44,27,99,72
005120.wav,0.04444444444444444,0.2702702702702703,31,19,18,27
005133.wav,0.088,0.5217391304347826,29,18,28,22
005134.wav,0.09816849816849818,0.2916666666666667,54,13,35,34
005145.wav,0.05555555555555556,0.16129032258064516,66,13,49,52
005153.wav,0.0746031746031746,0.47619047619047616,35,20,43,33
005157.wav,0.08717948717948718,0.7777777777777778,34,43,47,20
005171.wav,0.05122950819672131,0.32727272727272727,54,33,77,74
005175.wav,0.1201797385620915,0.9312977099236641,49,61,70,9
005199.wav,0.0868065268065268,0.43478260869565216,53,23,46,39
005200.wav,0.1003861003861004,0.5625,50,37,59,42
005226.wav,0.14954822954822955,0.6268656716417911,33,24,43,25
005237.wav,0.08681800079649542,0.6067415730337079,40,33,56,35
005238.wav,0.09484684684684686,0.660377358490566,57,41,65,36
005239.wav,0.057091237579042456,0.3448275862068966,48,28,59,57
005241.wav,0.07578947368421053,0.3333333333333333,37,11,49,40
005244.wav,0.10350306130357281,0.4946236559139785,50,44,49,47
005251.wav,0.06274509803921569,0.2,71,8,72,64
005252.wav,0.1098989898989899,0.4383561643835616,37,22,51,41
005263.wav,0.1325102880658436,0.9719626168224299,42,52,55,3
005270.wav,0.09643986254295532,0.6993006993006993,54,59,84,43
005273.wav,0.1235930735930736,0.36363636363636365,70,28,49,49
005276.wav,0.06502463054187192,0.3380281690140845,61,34,37,47
005278.wav,0.05292397660818714,0.45714285714285713,38,18,52,38
005290.wav,0.12561660561660562,0.6086956521739131,44,60,55,45
005312.wav,0.18947368421052632,0.6511627906976745,40,29,57,30
005318.wav,0.10894308943089431,0.8904109589041096,53,65,81,16
005320.wav,0.10634920634920636,0.8852459016393442,32,27,34,7
005336.wav,0.066006600660066,0.9259259259259259,52,51,57,8
005338.wav,0.18330721003134798,0.8266666666666667,41,33,42,13
005341.wav,0.09509700176366843,0.6285714285714286,34,22,48,26
005361.wav,0.07777777777777778,0.375,44,88,168,160
005368.wav,0.06666666666666667,0.7843137254901961,40,40,62,22
005372.wav,0.050505050505050504,0.5813953488372093,65,36,50,36
005374.wav,0.05673758865248227,0.6060606060606061,56,30,36,26
005379.wav,0.09676511954992968,0.6341463414634146,63,43,80,45
005381.wav,0.15401257861635223,0.8466257668711656,45,83,80,25
005393.wav,0.12409812409812408,0.5882352941176471,51,25,60,35
005401.wav,0.1240530303030303,0.6993006993006993,38,67,76,43
005405.wav,0.14643578643578645,0.6741573033707865,37,39,50,29
005412.wav,0.11984811165845648,0.6333333333333333,44,62,58,44
005418.wav,0.20819180819180821,0.7058823529411765,57,52,67,35
005436.wav,0.11305361305361306,0.7692307692307693,62,36,55,21
005442.wav,0.10512779973649539,0.5039370078740157,51,56,71,63
005467.wav,0.08888888888888888,0.6619718309859155,48,51,91,48
005491.wav,0.1932178932178932,0.6666666666666666,45,32,49,27
005496.wav,0.12473420848774157,0.618421052631579,50,73,79,58
005497.wav,0.13998963998963998,0.5616438356164384,60,84,62,64
005519.wav,0.08271604938271605,0.5789473684210527,46,11,27,16
005520.wav,0.04938271604938271,0.39215686274509803,40,11,40,31
005522.wav,0.029629629629629627,0.3595505617977528,72,16,73,57
005524.wav,0.0,0.0,61,0,40,40
005526.wav,0.11444444444444443,0.5688073394495413,60,37,72,47
005529.wav,0.14785793916228698,0.6012269938650306,67,75,88,65
005533.wav,0.126396220267188,0.562962962962963,68,48,87,59
005548.wav,0.1292517006802721,0.8571428571428571,51,33,44,11
005551.wav,0.15873015873015872,0.6233766233766234,42,30,47,29
005585.wav,0.16256410256410259,0.7083333333333334,63,35,61,28
005622.wav,0.20245496572612784,0.6610169491525424,61,46,72,40
005628.wav,0.09941927990708478,0.6197183098591549,56,28,43,27
005637.wav,0.1221911421911422,0.5977011494252874,65,43,44,35
005642.wav,0.06222222222222222,0.8615384615384616,32,32,33,9
005643.wav,0.0654970760233918,0.8615384615384616,33,28,37,9
005663.wav,0.10865900383141763,0.8,36,24,36,12
005671.wav,0.15812996543646698,0.5348837209302325,44,24,62,40
005673.wav,0.08464304057524398,0.5106382978723404,55,31,63,46
005674.wav,0.0905982905982906,0.5405405405405406,34,19,18,17
005700.wav,0.10432900432900433,0.45,42,27,53,44
005704.wav,0.09705753184014053,0.4105960264900662,62,41,110,89
